# Output type: block-level
# Input files: 0119
# Num files: 4
# Num directories: 6
# Num Blocks: 2
F,3,0_10696049115004971,5,1,1,129,
F,0,0_281474976710692,2,1,0,20480,
F,2,0_281474976710695,4,1,1,129,
F,1,0_281474976710697,3,1,1,129,
B,1,a2da1e76df,3,3,2,1,
B,0,180591792e,1,0,
D,5,0_142144863238881322,1,0,1,3,
D,3,0_562949953421352,1,0,1,1,
R,0,0_root,0,3,0,2,1,0,
D,1,0_13229323905400869,0,3,0,5,4,3,
D,2,0_281474976710691,0,0,1,0,
D,4,0_281474976710694,1,0,1,2,
