# Output type: file-level
# Input files: 0002
# Num files: 36
# Num directories: 29
# Num physical files: 36
F,5,002_281474976710692,3,1,5,20480,
F,0,002_281474976710693,0,1,0,333203,
F,3,002_281474976710697,2,1,3,65536,
F,7,002_281474976710699,5,1,7,68096,
F,8,002_281474976710701,6,1,8,67072,
F,9,002_281474976710703,7,1,9,70656,
F,10,002_281474976710705,8,1,10,73216,
F,11,002_281474976710707,9,1,11,66560,
F,12,002_281474976710708,9,1,12,36352,
F,13,002_281474976710710,10,1,13,69632,
F,14,002_281474976710712,11,1,14,68096,
F,15,002_281474976710714,12,1,15,3694080,
F,16,002_281474976710715,12,1,16,3876772,
F,17,002_281474976710716,12,1,17,1984228,
F,18,002_281474976710717,12,1,18,2371360,
F,19,002_281474976710718,12,1,19,47452,
F,20,002_281474976710720,13,1,20,72192,
F,21,002_281474976710722,14,1,21,70144,
F,22,002_281474976710724,15,1,22,70144,
F,23,002_281474976710726,16,1,23,56320,
F,24,002_281474976710728,17,1,24,56832,
F,4,002_281474976710729,2,1,4,406584,
F,25,002_281474976710731,18,1,25,67584,
F,26,002_281474976710733,19,1,26,70144,
F,27,002_281474976710735,20,1,27,70144,
F,28,002_281474976710737,21,1,28,69632,
F,29,002_281474976710739,22,1,29,69632,
F,30,002_281474976710741,23,1,30,69120,
F,31,002_281474976710743,24,1,31,67584,
F,32,002_281474976710745,25,1,32,67584,
F,33,002_281474976710747,26,1,33,53248,
F,34,002_281474976710749,27,1,34,51712,
F,35,002_281474976710751,28,1,35,51712,
F,1,002_281474976710752,2,1,1,24576,
F,2,002_281474976710753,2,1,2,21504,
F,6,002_281474976710756,4,1,6,129,
P,15,002_281474976710714,1,15,
P,8,002_281474976710701,1,8,
P,19,002_281474976710718,1,19,
P,28,002_281474976710737,1,28,
P,27,002_281474976710735,1,27,
P,17,002_281474976710716,1,17,
P,18,002_281474976710717,1,18,
P,32,002_281474976710745,1,32,
P,30,002_281474976710741,1,30,
P,5,002_281474976710692,1,5,
P,14,002_281474976710712,1,14,
P,23,002_281474976710726,1,23,
P,34,002_281474976710749,1,34,
P,26,002_281474976710733,1,26,
P,7,002_281474976710699,1,7,
P,2,002_281474976710753,1,2,
P,13,002_281474976710710,1,13,
P,11,002_281474976710707,1,11,
P,21,002_281474976710722,1,21,
P,9,002_281474976710703,1,9,
P,12,002_281474976710708,1,12,
P,35,002_281474976710751,1,35,
P,25,002_281474976710731,1,25,
P,0,002_281474976710693,1,0,
P,33,002_281474976710747,1,33,
P,6,002_281474976710756,1,6,
P,20,002_281474976710720,1,20,
P,24,002_281474976710728,1,24,
P,3,002_281474976710697,1,3,
P,29,002_281474976710739,1,29,
P,31,002_281474976710743,1,31,
P,16,002_281474976710715,1,16,
P,1,002_281474976710752,1,1,
P,22,002_281474976710724,1,22,
P,4,002_281474976710729,1,4,
P,10,002_281474976710705,1,10,
D,1,002_42502721483309154,0,1,0,4,
D,3,002_281474976710691,0,0,1,5,
D,2,002_281474976710694,0,24,4,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,
D,5,002_281474976710698,2,0,1,7,
D,6,002_281474976710700,2,0,1,8,
D,7,002_281474976710702,2,0,1,9,
D,8,002_281474976710704,2,0,1,10,
D,9,002_281474976710706,2,0,2,12,11,
D,10,002_281474976710709,2,0,1,13,
D,11,002_281474976710711,2,0,1,14,
D,12,002_281474976710713,2,0,5,19,18,17,16,15,
D,13,002_281474976710719,2,0,1,20,
D,14,002_281474976710721,2,0,1,21,
D,15,002_281474976710723,2,0,1,22,
D,16,002_281474976710725,2,0,1,23,
D,17,002_281474976710727,2,0,1,24,
D,18,002_281474976710730,2,0,1,25,
D,19,002_281474976710732,2,0,1,26,
D,20,002_281474976710734,2,0,1,27,
D,21,002_281474976710736,2,0,1,28,
D,22,002_281474976710738,2,0,1,29,
D,23,002_281474976710740,2,0,1,30,
D,24,002_281474976710742,2,0,1,31,
D,25,002_281474976710744,2,0,1,32,
D,26,002_281474976710746,2,0,1,33,
D,27,002_281474976710748,2,0,1,34,
D,28,002_281474976710750,2,0,1,35,
D,4,002_281474976710755,1,0,1,6,
R,0,002_root,0,4,1,3,2,1,0,0,
